iso3,year,GDP
GRD,1977,71494495.1851852
GUM,2022,6910000000.0
GUM,2021,6234000000.0
GUM,2020,5916000000.0
GUM,2019,6355000000.0
GUM,2018,6051000000.0
GUM,2017,6013000000.0
GUM,2016,5901000000.0
GUM,2015,5799000000.0
GUM,2014,5610000000.0
GUM,2013,5399000000.0
GUM,2012,5265000000.0
GUM,2011,4984000000.0
GUM,2010,4949000000.0
GUM,2009,4828000000.0
GUM,2008,4658000000.0
GUM,2007,4397000000.0
GUM,2006,4238000000.0
GUM,2005,4213000000.0
GUM,2004,3869000000.0
GUM,2003,3569000000.0
GUM,2002,3394000000.0
GTM,2025,123306008821.471
GTM,2024,113215575150.885
GTM,2023,104298081428.769
GTM,2022,95609727055.5754
GTM,2021,86455522272.7383
GTM,2020,77719468248.3666
GTM,2019,77172331693.4093
GTM,2018,73328356007.6152
GTM,2017,71653780740.4226
GTM,2016,66053408205.8838
GTM,2015,62186066547.6566
GTM,2014,57852159007.6243
GTM,2013,52996420177.4409
GTM,2012,49593929487.1263
GTM,2011,46876006272.2387
GTM,2010,40676578423.4871
GTM,2009,37126148264.6383
GTM,2008,38503720224.3166
GTM,2007,33567850824.1039
GTM,2006,29744246827.1839
GTM,2005,26783389293.922
GTM,2004,23577298094.6571
GTM,2003,21576351798.9145
GTM,2002,20444205991.025
GTM,2001,18405220247.4412
GTM,2000,19288929030.0508
GTM,1999,18318412251.3642
GTM,1998,19395491992.9939
GTM,1997,17790026221.6139
GTM,1996,15674835615.3139
GTM,1995,14655404433.2771
GTM,1994,12983233310.7467
GTM,1993,11400017301.4587
GTM,1992,10440781587.5435
GTM,1991,9406135143.41165
GTM,1990,7650196845.21546
GTM,1989,8410724360.79545
GTM,1988,7841602824.42748
GTM,1987,7084399840.0
GTM,1986,7231963515.98174
GTM,1985,9721652086.95652
GTM,1984,9470000100.0
GTM,1983,9050000400.0
GTM,1982,8716999700.0
GTM,1981,8607500300.0
GTM,1980,7878700000.0
GTM,1979,6902600200.0
GTM,1978,6070600200.0
GTM,1977,5480500200.0
GTM,1976,4365300200.0
GTM,1975,3645900000.0
GTM,1974,3161499900.0
GTM,1973,2569200100.0
GTM,1972,2101300000.0
GTM,1971,1984800000.0
GTM,1970,1904000000.0
GTM,1969,1715399900.0
GTM,1968,1610500000.0
GTM,1967,1453500000.0
GTM,1966,1390700000.0
GTM,1965,1331399900.0
GTM,1964,1299099900.0
GTM,1963,1262800000.0
GTM,1962,1143600000.0
GTM,1961,1076699900.0
GTM,1960,1043599900.0
GIN,2025,28346024753.2924
GIN,2024,25008678293.4073
GIN,2023,22407615556.0571
GIN,2022,19910452541.9219
GIN,2021,17069115737.8259
GIN,2020,14088693742.9464
GIN,2019,13442861496.4454
GIN,2018,11857030366.7891
GIN,2017,10324668271.1362
GIN,2016,8595955222.49719
GIN,2015,8794201742.84609
GIN,2014,8778473372.82124
GIN,2013,8376613539.28278
GIN,2012,7638044556.84656
GIN,2011,6785137203.33153
GIN,2010,6853467145.53089
GIN,2009,6716905339.73136
GIN,2008,6964179983.17212
GIN,2007,6281918226.34408
GIN,2006,4220019845.26341
GIN,2005,4282468636.90501
GIN,2004,5300767960.51572
GIN,2003,5025167975.26363
GIN,2002,4301608752.51396
GIN,2001,4125527603.22908
GIN,2000,4367458866.71537
GIN,1999,5046806782.54761
GIN,1998,5232118046.3713
GIN,1997,5516916163.0949
GIN,1996,5641243099.76661
GIN,1995,5385704166.43341
GIN,1994,4932800406.92974
GIN,1993,4781166116.51789
GIN,1992,4789220416.70641
GIN,1991,4396178694.1535
GIN,1990,3888320665.52218
GIN,1989,3546079262.94987
GIN,1988,3476480303.12273
GIN,1987,2976714019.06852
GIN,1986,2909130355.238
GIN,1985,22787644565.9059
GIN,1984,18421497251.1767
GIN,1983,15129893722.3449
GIN,1982,11926032493.4301
GIN,1981,9646440666.52864
GIN,1980,9746524915.08071
GIN,1979,8877094497.44971
GIN,1978,8087305999.0597
GIN,1977,6914381290.57116
GIN,1976,6762781870.6211
GIN,1975,6102769605.43001
GIN,1974,5691417541.33871
GIN,1973,5152080387.55572
GIN,1972,4203069035.01427
GIN,1971,3594302908.06164
GIN,1970,3220224607.81851
GNB,2025,2527930272.92988
GNB,2024,2197777209.94218
GNB,2023,2076748678.11987
GNB,2022,1856239954.81555
GNB,2021,1907611288.23036
GNB,2020,1705062169.81422
GNB,2019,1596214680.12925
GNB,2018,1554133593.91699
GNB,2017,1469978606.12143
GNB,2016,1245074264.10396
GNB,2015,1152384166.79638
GNB,2014,1135250721.0374
GNB,2013,1109682824.13594
GNB,2012,1049412177.11413
GNB,2011,1157074319.19388
GNB,2010,940112538.936436
GNB,2009,890167833.369849
GNB,2008,952667544.037289
GNB,2007,753162998.015113
GNB,2006,634781901.251494
GNB,2005,639776040.688424
GNB,2004,582169841.298304
GNB,2003,553614800.145707
GNB,2002,466773711.235579
GNB,2001,412610871.509121
GNB,2000,391345597.488269
GNB,1999,579365780.135134
GNB,1998,591034143.426384
GNB,1997,698107222.422492
GNB,1996,702965147.568054
GNB,1995,660195402.013602
GNB,1994,612502084.797565
GNB,1993,615779518.807114
GNB,1992,588309271.28603
GNB,1991,668470890.785147
GNB,1990,634187269.235013
GNB,1989,554072302.828333
GNB,1988,427514321.528126
GNB,1987,451893374.95907
GNB,1986,338524232.567315
GNB,1985,373959151.148591
GNB,1984,359980490.728569
GNB,1983,425225176.812165
GNB,1982,430284021.883771
GNB,1981,402230865.151515
GNB,1980,287648258.258297
GNB,1979,308143183.311819
GNB,1978,318876550.432277
GNB,1977,298871674.860041
GNB,1976,292152321.493146
GNB,1975,283311996.82299
GNB,1974,256769730.263158
GNB,1973,232331281.355932
GNB,1972,227986203.29754
GNB,1971,204167296.856603
GNB,1970,204670550.76064
GUY,2025,27097477218.2254
GUY,2024,24662714628.2974
GUY,2023,16918503597.1223
GUY,2022,14718388489.2086
GUY,2021,8041362110.31175
GUY,2020,5471256594.72422
GUY,2019,5173760191.84652
GUY,2018,4787636997.85343
GUY,2017,4748174334.14044
GUY,2016,4482697336.56174
GUY,2015,4279840193.7046
GUY,2014,4127660151.8087
GUY,2013,4167800928.83553
GUY,2012,4063088535.76331
GUY,2011,3691384317.52178
GUY,2010,3432912516.92427
GUY,2009,3165663152.73351
GUY,2008,3025187433.33637
GUY,2007,2730971595.39574
GUY,2006,2379817990.6918
GUY,2005,824880550.343965
GUY,2004,787814379.183843
GUY,2003,743063950.317749
GUY,2002,726131434.715338
GUY,2001,712167450.162898
GUY,2000,712667896.727512
GUY,1999,694754988.258295
GUY,1998,717530683.169567
GUY,1997,749138009.56454
GUY,1996,705406001.424501
GUY,1995,621626785.915493
GUY,1994,545278380.33261
GUY,1993,454101382.488479
GUY,1992,373573141.486811
GUY,1991,348533094.812165
GUY,1990,396582263.291139
GUY,1989,379779389.705882
GUY,1988,413799990.0
GUY,1987,354591846.938775
GUY,1986,504651139.534884
GUY,1985,453488372.093023
GUY,1984,437631605.263158
GUY,1983,489333333.333333
GUY,1982,482000000.0
GUY,1981,570357107.142857
GUY,1980,603200000.0
GUY,1979,530440000.0
GUY,1978,507080000.0
GUY,1977,449880000.0
GUY,1976,454440000.0
GUY,1975,494791666.666667
GUY,1974,433954545.454545
GUY,1973,307047619.047619
GUY,1972,285380952.380952
GUY,1971,282050000.0
GUY,1970,267800000.0
GUY,1969,249300000.0
GUY,1968,229750000.0
GUY,1967,250176470.588235
GUY,1966,228705882.352941
GUY,1965,213235294.117647
GUY,1964,194774513.063717
GUY,1963,175757893.938598
GUY,1962,194949512.626218
GUY,1961,185849535.376162
GUY,1960,170216241.126064
HTI,2025,32077278409.2339
HTI,2024,24255657481.2502
HTI,2023,19572288894.1581
HTI,2022,20113007125.93
HTI,2021,20754978152.2134
HTI,2020,14508222518.3018
HTI,2019,15016090929.5125
HTI,2018,16403864617.8458
HTI,2017,15093357161.1498
HTI,2016,14069277526.2278
HTI,2015,14849629308.6025
HTI,2014,15146883497.6331
HTI,2013,14902488604.2421
HTI,2012,13708925477.1304
HTI,2011,13008746038.8867
HTI,2010,11859312725.1448
HTI,2009,11597002834.7786
HTI,2008,10432962634.8748
HTI,2007,9228637767.69009
HTI,2006,7638739122.67242
HTI,2005,7030149730.33692
HTI,2004,6087360684.2969
HTI,2003,5071947798.27263
HTI,2002,6205847213.6351
HTI,2001,6331970324.31022
HTI,2000,6813566098.8675
HTI,1999,4153725883.84082
HTI,1998,3723903723.63772
HTI,1997,3338949151.59927
HTI,1996,2907517603.76719
HTI,1995,2813313278.81082
HTI,1994,2167569046.11837
HTI,1993,1878253767.31305
HTI,1992,2257129791.61575
HTI,1991,3473562627.79423
HTI,1990,3096289800.0
HTI,1989,2736243800.0
HTI,1988,2613926800.0
HTI,1987,2047200000.0
HTI,1986,2318000000.0
HTI,1985,2009400000.0
HTI,1984,1816200000.0
HTI,1983,1623600000.0
HTI,1982,1474200000.0
HTI,1981,1479400000.0
HTI,1980,1383800000.0
HTI,1979,1080600000.0
HTI,1978,974200000.0
HTI,1977,947000000.0
HTI,1976,879000000.0
HTI,1975,681400000.0
HTI,1974,565399321.520814
HTI,1973,466798973.042259
HTI,1972,371998958.402916
HTI,1971,362800000.0
HTI,1970,331200000.0
HTI,1969,391820400.0
HTI,1968,367968800.0
HTI,1967,369124200.0
HTI,1966,368948600.0
HTI,1965,353251800.0
HTI,1964,325281200.0
HTI,1963,294883400.0
HTI,1962,281896800.0
HTI,1961,271066000.0
HTI,1960,273187200.0
HND,2025,39601409103.3005
HND,2024,36980171442.0603
HND,2023,34355805527.9795
HND,2022,31426041806.7985
HND,2021,28144331506.6149
HND,2020,23352232483.755
HND,2019,24882225741.8119
HND,2018,24067750760.499
HND,2017,23136247990.5977
HND,2016,21717604952.1835
HND,2015,20979791685.416
HND,2014,19756533971.8698
HND,2013,18499729214.904
HND,2012,18528554397.5695
HND,2011,17710275685.4074
HND,2010,15839344591.9842
HND,2009,14587496229.1811
HND,2008,13881731875.7466
HND,2007,12361257680.5627
HND,2006,10917477066.1429
HND,2005,9757012696.56212
HND,2004,8869299234.3377
HND,2003,8230391346.67228
HND,2002,7858255412.86038
HND,2001,7651162302.3456
HND,2000,7186638029.05875
HND,1999,6394090592.33449
HND,1998,6163707533.23486
HND,1997,5569178707.22433
HND,1996,4798834459.45946
HND,1995,4672346193.95203
HND,1994,4105686899.43868
HND,1993,4190773622.25871
HND,1992,4122846905.18198
HND,1991,3699381195.10223
HND,1990,3734460116.73152
HND,1989,4375896551.72414
HND,1988,4892660944.20601
HND,1987,5024800000.0
HND,1986,4706100000.0
HND,1985,4328300000.0
HND,1984,4029900000.0
HND,1983,3840550000.0
HND,1982,3619500000.0
HND,1981,3501800000.0
HND,1980,3184400000.0
HND,1979,2778900000.0
HND,1978,2393650000.0
HND,1977,1900700000.0
HND,1976,1589300000.0
HND,1975,1330050000.0
HND,1974,1243000000.0
HND,1973,1128299435.85028
HND,1972,1030645362.09587
HND,1971,958450000.0
HND,1970,904400000.0
HND,1969,844400000.0
HND,1968,815450000.0
HND,1967,750950000.0
HND,1966,692150000.0
HND,1965,651050000.0
HND,1964,591100000.0
HND,1963,553500000.0
HND,1962,532450000.0
HND,1961,503300000.0
HND,1960,475650000.0
HKG,2025,427310315921.993
HKG,2024,408368682415.423
HKG,2023,380762296025.216
HKG,2022,358673532516.529
HKG,2021,368954169748.818
HKG,2020,344943149590.058
HKG,2019,363074545072.389
HKG,2018,361731070995.726
HKG,2017,341273289534.466
HKG,2016,320860317562.562
HKG,2015,309385622601.348
HKG,2014,291459995978.893
HKG,2013,275696879834.966
HKG,2012,262628865879.697
HKG,2011,248513617677.287
HKG,2010,228638668727.291
HKG,2009,214047795659.045
HKG,2008,219278749139.734
HKG,2007,211596944503.8
HKG,2006,193535442896.365
HKG,2005,181569311742.213
HKG,2004,169099768875.193
HKG,2003,161385558801.811
HKG,2002,166348866131.028
HKG,2001,169404327616.605
HKG,2000,171668891194.349
HKG,1999,165768095391.557
HKG,1998,168885443660.072
HKG,1997,177353174849.714
HKG,1996,159718183550.734
HKG,1995,144652295363.667
HKG,1994,135811771026.33
HKG,1993,120354212475.0
HKG,1992,104272507639.282
HKG,1991,88959997899.9293
HKG,1990,76928784620.8158
HKG,1989,68790219177.9733
HKG,1988,59707404560.5944
HKG,1987,50622896162.6006
HKG,1986,41075396884.8952
HKG,1985,35699772165.7093
HKG,1984,33511383985.6741
HKG,1983,29907227184.179
HKG,1982,32291215843.6433
HKG,1981,31055226088.6943
HKG,1980,28861857810.6515
HKG,1979,22526184533.17
HKG,1978,18315136409.1427
HKG,1977,15719433719.4337
HKG,1976,12876366008.8077
HKG,1975,10048089558.0636
HKG,1974,9388695366.84578
HKG,1973,8030117555.62033
HKG,1972,5710090213.15035
HKG,1971,4476001946.01486
HKG,1970,3800766535.62088
HKG,1969,3189740055.13982
HKG,1968,2716964388.42418
HKG,1967,2692474989.12571
HKG,1966,2489845016.64894
HKG,1965,2435078534.03141
HKG,1964,2206466461.26434
HKG,1963,1935298266.45384
HKG,1962,1612346412.26475
HKG,1961,1383681651.13776
HKG,1960,1320796651.69457
HUN,2025,246490213513.054
HUN,2024,222848211034.367
HUN,2023,213029511028.874
HUN,2022,177002580544.155
HUN,2021,183282685440.486
HUN,2020,158468487754.196
HUN,2019,164936682033.992
HUN,2018,161184691013.835
HUN,2017,143335098991.862
HUN,2016,128983560865.293
HUN,2015,125244126623.289
HUN,2014,141128696412.321
HUN,2013,135646053778.582
HUN,2012,128470269689.958
HUN,2011,141712804953.868
HUN,2010,131898737241.166
HUN,2009,130807441076.16
HUN,2008,158228265915.534
HUN,2007,140123326896.329
HUN,2006,115604111412.139
HUN,2005,113098237570.929
HUN,2004,104015363080.271
HUN,2003,85190469121.074
HUN,2002,67636468625.0428
HUN,2001,53800068065.7969
HUN,2000,47275954428.9586
HUN,1999,49160204397.4635
HUN,1998,48784412623.5939
HUN,1997,47398564799.2496
HUN,1996,46833767123.6915
HUN,1995,46577614588.9926
HUN,1994,43307949890.4603
HUN,1993,40256233360.3817
HUN,1992,38857339124.9084
HUN,1991,34867307352.646
HUN,1990,34478360678.756
HUN,1989,30422508937.567
HUN,1988,29799838597.4079
HUN,1987,27232016527.4237
HUN,1986,24778163812.0131
HUN,1985,21510643750.177
HUN,1984,21242726264.4854
HUN,1983,21910365258.2514
HUN,1982,24141667188.0517
HUN,1981,23705883891.9445
HUN,1980,23116977148.0216
HUN,1979,19959731324.801
HUN,1978,17286744153.707
HUN,1977,14783674054.829
HUN,1976,13235612078.8396
HUN,1975,11420392514.6172
HUN,1974,10016338178.9993
HUN,1973,9138292402.1882
HUN,1972,7379313742.13684
HUN,1971,6291568220.79393
HUN,1970,5780929202.60333
HUN,1969,5429812386.53195
HUN,1968,4886222554.66355
ISL,2025,38582528789.0033
ISL,2024,33186621855.0053
ISL,2023,31701996433.7807
ISL,2022,29176227825.4736
ISL,2021,26234872402.457
ISL,2020,22034665040.7901
ISL,2019,24985687022.0452
ISL,2018,26677652544.3499
ISL,2017,25060086487.8901
ISL,2016,21083713310.457
ISL,2015,17700486957.1907
ISL,2014,18052183514.8695
ISL,2013,16244319958.6808
ISL,2012,14943757823.3226
ISL,2011,15394005872.149
ISL,2010,13922711576.5124
ISL,2009,13212543837.5133
ISL,2008,18247921360.2599
ISL,2007,21960110030.4426
ISL,2006,17671649843.2602
ISL,2005,17146410560.5279
ISL,2004,13963943244.0018
ISL,2003,11564687741.9859
ISL,2002,9416199699.54736
ISL,2001,8323401820.48477
ISL,2000,9140168922.35677
ISL,1999,9107644690.76647
ISL,1998,8637732541.50677
ISL,1997,7716781803.07823
ISL,1996,7686566105.26316
ISL,1995,7372640168.67697
ISL,1994,6612804055.79289
ISL,1993,6435952173.86159
ISL,1992,7328497599.30768
ISL,1991,7151260062.07169
ISL,1990,6694851159.32729
ISL,1989,5870854233.21143
ISL,1988,6320093411.44744
ISL,1987,5713281235.45655
ISL,1986,4129080094.00499
ISL,1985,3088359966.94589
ISL,1984,2964568005.62888
ISL,1983,2862634163.62085
ISL,1982,3318714326.1952
ISL,1981,3615094820.1877
ISL,1980,3499616683.34167
ISL,1979,2953176971.07204
ISL,1978,2599627088.63561
ISL,1977,2285707748.78061
ISL,1976,1727845419.11401
ISL,1975,1456052700.06506
ISL,1974,1568154077.03852
ISL,1973,1194794186.17552
ISL,1972,869002945.841831
ISL,1971,693679545.454545
ISL,1970,545115909.090909
ISL,1969,435659609.943615
ISL,1968,498365199.686946
ISL,1967,652609075.682946
ISL,1966,660663763.278256
ISL,1965,550150987.996732
ISL,1964,456206298.792753
ISL,1963,357240895.712432
ISL,1962,299309938.066264
ISL,1961,266711460.241466
ISL,1960,260984498.826389
IND,2025,3956067115771.63
IND,2024,3760813470500.86
IND,2023,3500906030644.76
IND,2022,3249938492013.47
IND,2021,3167270623260.47
IND,2020,2674851578587.27
IND,2019,2835606256558.19
IND,2018,2702929641648.74
IND,2017,2651474262755.45
IND,2016,2294796885663.16
IND,2015,2103588360044.94
IND,2014,2039126479154.52
IND,2013,1856721507621.58
IND,2012,1827637590410.41
IND,2011,1823051829894.55
IND,2010,1675615519484.96
IND,2009,1341888016994.9
IND,2008,1198895139005.92
IND,2007,1216736438834.96
IND,2006,940259888787.721
IND,2005,820383763511.445
IND,2004,709152728830.775
IND,2003,607700687237.318
IND,2002,514939140318.756
IND,2001,485440139204.171
IND,2000,468395521654.458
IND,1999,458821052615.79
IND,1998,421351317224.941
IND,1997,415867563592.829
IND,1996,392896866204.516
IND,1995,360281909643.489
IND,1994,327274843459.429
IND,1993,279295648982.529
IND,1992,288208070278.013
IND,1991,270105341879.226
IND,1990,320979026420.035
IND,1989,296042052944.66
IND,1988,296589670895.932
IND,1987,279033584092.223
IND,1986,248985994040.59
IND,1985,232511554840.372
IND,1984,212157645177.652
IND,1983,218262146413.158
IND,1982,200715624830.902
IND,1981,193491368445.573
IND,1980,186328579302.068
IND,1979,152995442497.709
IND,1978,137302319828.995
IND,1977,121486641441.309
IND,1976,102716451979.68
IND,1975,98473832017.3242
IND,1974,99526597933.6331
IND,1973,85517673172.5513
IND,1972,71464700666.9869
IND,1971,67351404351.833
IND,1970,62422483054.6667
IND,1969,58447995017.3333
IND,1968,53085455870.6667
IND,1967,50134942204.0
IND,1966,45581230504.071
IND,1965,59556105229.0052
IND,1964,56480289940.9899
IND,1963,48421923459.1235
IND,1962,42161481858.0819
IND,1961,39232435784.0358
IND,1960,37029883876.1839
IDN,2025,1445642584163.81
IDN,2024,1396301788461.69
IDN,2023,1371166925749.88
IDN,2022,1319101183380.15
IDN,2021,1186509691086.73
IDN,2020,1059054842698.48
IDN,2019,1119099871350.2
IDN,2018,1042271532988.63
IDN,2017,1015618744159.73
IDN,2016,931877364037.698
IDN,2015,860854232686.214
IDN,2014,890814755533.537
IDN,2013,912524136718.018
IDN,2012,917869913332.649
IDN,2011,892969104563.171
IDN,2010,755094157621.936
IDN,2009,539580085612.401
IDN,2008,510228634992.258
IDN,2007,432216737774.861
IDN,2006,364570515618.357
IDN,2005,285868619196.085
IDN,2004,256836875295.452
IDN,2003,234772463823.808
IDN,2002,195660611165.183
IDN,2001,160446947784.909
IDN,2000,165021012077.81
IDN,1999,140001351215.462
IDN,1998,95445547872.715
IDN,1997,215748998609.635
IDN,1996,227369679374.973
IDN,1995,202132028723.115
IDN,1994,176892143931.505
IDN,1993,158006700301.533
IDN,1992,128026966579.964
IDN,1991,116621996217.133
IDN,1990,106140727333.636
IDN,1989,94451427876.6628
IDN,1988,84300174485.7973
IDN,1987,75929617557.7521
IDN,1986,79954072544.5279
IDN,1985,85289488375.4435
IDN,1984,84853700027.651
IDN,1983,81052283383.7155
IDN,1982,90158449294.9921
IDN,1981,85518233419.0479
IDN,1980,72482337397.4439
IDN,1979,51400186342.8889
IDN,1978,51455719075.8254
IDN,1977,45808915662.6506
IDN,1976,37269156626.506
IDN,1975,30463855421.6867
IDN,1974,25802409638.5542
IDN,1973,16273253012.0482
IDN,1972,10997590361.4458
IDN,1971,9333536369.94567
IDN,1970,9150684931.50685
IDN,1969,8337423312.88344
IDN,1968,7076465299.81141
IDN,1967,5667756627.92093
IRN,2025,362682115433.364
IRN,2024,475252089215.416
IRN,2023,457510482317.483
IRN,2022,422662261525.665
IRN,2021,407350685583.335
IRN,2020,280934329279.723
IRN,2019,347988400957.999
IRN,2018,411903303606.044
IRN,2017,510239893417.645
IRN,2016,478618064870.999
IRN,2015,409191686496.677
IRN,2014,462284793280.825
IRN,2013,500399839839.877
IRN,2012,644019315003.54
IRN,2011,629082257472.368
IRN,2010,487069570463.768
IRN,2009,414059094949.063
IRN,2008,406070949553.875
IRN,2007,349736591832.418
IRN,2006,265602187403.643
IRN,2005,224970371324.67
IRN,2004,187754571247.666
IRN,2003,151911222119.488
IRN,2002,128626917503.72
IRN,2001,126878750295.944
IRN,2000,109591707802.216
IRN,1999,113848450088.351
IRN,1998,110276913362.508
IRN,1997,113919163421.155
IRN,1996,120403931885.441
IRN,1995,96419225743.6737
IRN,1994,71841461172.5964
IRN,1993,63743623232.012
IRN,1992,119768691216.667
IRN,1991,131637664958.014
IRN,1990,124813263926.225
IRN,1989,120496362916.271
IRN,1988,123057861333.908
IRN,1987,134009995923.169
IRN,1986,209094561833.48
IRN,1985,180183629599.684
IRN,1984,162276728619.519
IRN,1983,156365156618.241
IRN,1982,125948756439.485
IRN,1981,100499312749.923
IRN,1980,94362275580.0229
IRN,1979,90391877325.9285
IRN,1978,77994316621.4814
IRN,1977,80600122701.9632
IRN,1976,68055295080.7538
IRN,1975,51776222349.8869
IRN,1974,46209092072.1383
IRN,1973,27081698249.5083
IRN,1972,17153463263.1086
IRN,1971,13731802833.0363
IRN,1970,10976245153.5894
IRN,1969,9743089607.49587
IRN,1968,8623172959.89803
IRN,1967,7555383690.16
IRN,1966,6789938671.75094
IRN,1965,6197319929.04038
IRN,1964,5379845647.70139
IRN,1963,4928628018.38759
IRN,1962,4693566416.48346
IRN,1961,4426949094.8403
IRN,1960,4199134389.9037
IRQ,2025,254367293538.462
IRQ,2024,279641257615.385
IRQ,2023,268881051643.549
IRQ,2022,287372232137.931
IRQ,2021,209691945713.103
IRQ,2020,180898797516.874
IRQ,2019,233636097800.338
IRQ,2018,227367469034.031
IRQ,2017,187217660050.676
IRQ,2016,166743557747.671
IRQ,2015,166774104959.102
IRQ,2014,228415656174.957
IRQ,2013,234637675128.645
IRQ,2012,218002476129.472
IRQ,2011,185749664444.444
IRQ,2010,138516722649.573
IRQ,2009,111657580326.315
IRQ,2008,131614434153.505
IRQ,2007,88837057319.5179
IRQ,2006,65147051918.0219
IRQ,2005,50065104667.8159
IRQ,2004,36633669269.3981
IRQ,2003,21921569478.8163
IRQ,2002,32928454672.4246
IRQ,2001,36176430128.8057
IRQ,2000,48364250943.9051
IRQ,1999,36881601583.8194
IRQ,1998,20617405044.2425
IRQ,1997,20764857056.3795
IRQ,1996,10433698621.3427
IRQ,1995,12894029888.1122
IRQ,1994,3991349282.75729
IRQ,1993,1031944881.13189
IRQ,1992,553671957.671958
IRQ,1991,407796349.663785
IRQ,1990,180408064516.129
IRQ,1989,65831935483.871
IRQ,1988,62684516129.0323
IRQ,1987,56774193548.3871
IRQ,1986,47264516129.0323
IRQ,1985,48425161290.3226
IRQ,1984,46938387096.7742
IRQ,1983,40712903225.8064
IRQ,1982,42382333333.3333
IRQ,1981,37823000000.0
IRQ,1980,52569000000.0
IRQ,1979,37816457839.4853
IRQ,1978,23762275651.8794
IRQ,1977,19838130714.5276
IRQ,1976,17754825601.0836
IRQ,1975,13458516762.6143
IRQ,1974,11516762614.2906
IRQ,1973,5134367778.1446
IRQ,1972,4113848002.40312
IRQ,1971,3865346534.65347
IRQ,1970,3281318687.47253
IRQ,1969,3007758796.89648
IRQ,1968,2896598841.36046
IRQ,1967,2551522656.19094
IRQ,1966,2530306095.87756
IRQ,1965,2335785506.0858
IRQ,1964,2136408197.83672
IRQ,1963,1805901510.0394
IRQ,1962,1784174540.73018
IRQ,1961,1671960965.21561
IRQ,1960,1537252193.09912
IRL,2025,721701359046.313
IRL,2024,609157459747.205
IRL,2023,567372737459.116
IRL,2022,548341794599.09
IRL,2021,530394123829.763
IRL,2020,436009027818.948
IRL,2019,407211793800.713
IRL,2018,395780319816.603
IRL,2017,348355212568.515
IRL,2016,305431252708.748
IRL,2015,302101388556.271
IRL,2014,266490442124.309
IRL,2013,242924245718.756
IRL,2012,226921827888.137
IRL,2011,240975871046.644
IRL,2010,221732824603.484
IRL,2009,236443115853.695
IRL,2008,275447471451.063
IRL,2007,270079279419.5
IRL,2006,232180617162.279
IRL,2005,211876989655.907
IRL,2004,194372115041.065
IRL,2003,164670771259.602
IRL,2002,128596035288.401
IRL,2001,109346669229.695
IRL,2000,100207610429.909
IRL,1999,98893958262.6438
IRL,1998,90199410115.5097
IRL,1997,82856648758.3572
IRL,1996,75790786290.3226
IRL,1995,69139823232.3232
IRL,1994,57097656065.96
IRL,1993,52417477613.676
IRL,1992,55918538121.3989
IRL,1991,49787501584.4847
IRL,1990,49305632408.4929
IRL,1989,39238392677.7542
IRL,1988,37772896220.7559
IRL,1987,33920518492.5094
IRL,1986,28714571852.4799
IRL,1985,21270013325.5601
IRL,1984,20106648454.8404
IRL,1983,20766047763.5314
IRL,1982,21474752962.2178
IRL,1981,20670190138.1671
IRL,1980,21747855640.0712
IRL,1979,18319334300.4513
IRL,1978,14647996073.6937
IRL,1977,11248340431.3779
IRL,1976,9453756014.71837
IRL,1975,9483808362.36934
IRL,1974,7896860614.98803
IRL,1973,7481173065.79201
IRL,1972,6318060582.21873
IRL,1971,5098250287.46646
IRL,1970,4395995085.99509
IRL,1969,3902721631.54663
IRL,1968,3378701146.84197
IRL,1967,3445739914.73101
IRL,1966,3198820903.82796
IRL,1965,3035655793.5247
IRL,1964,2851091646.43165
IRL,1963,2505073357.88508
IRL,1962,2329372971.89171
IRL,1961,2151772979.96956
IRL,1960,1998550221.80554
IMN,2023,7576129932.79381
IMN,2022,7431257410.92713
IMN,2021,7931193222.06405
IMN,2020,6684225641.02564
IMN,2019,7314967866.28289
IMN,2018,7491649455.92717
IMN,2017,6979788333.50279
IMN,2016,6846377563.00683
IMN,2015,7084800892.22284
IMN,2014,7708454412.32126
IMN,2013,7001175622.71266
IMN,2012,6690228371.66909
IMN,2011,6565667052.79737
IMN,2010,5920369789.50182
IMN,2009,5486921247.07323
IMN,2008,5928791505.35144
IMN,2007,4466350655.89909
IMN,2006,3422733202.4501
IMN,2005,3032411026.94919
IMN,2004,2802206151.59282
IMN,2003,2252620408.16327
IMN,2002,1891002697.84173
IMN,2001,1668684324.16871
IMN,2000,1601050083.21985
IMN,1999,1573742112.92671
IMN,1998,1385124213.31567
IMN,1997,1178261296.66012
IMN,1996,1007205928.23713
IMN,1995,922269212.561149
IMN,1994,833255280.073462
IMN,1993,765647870.425915
IMN,1992,854849069.84907
IMN,1991,821507936.507937
IMN,1990,761514559.659091
IMN,1989,617619437.172775
IMN,1988,584702952.685877
IMN,1987,459975486.190554
IMN,1986,356287012.606274
IMN,1985,256330852.156058
IMN,1984,251195796.754456
ISR,2025,610777842873.595
ISR,2024,542284494490.778
ISR,2023,513393395491.904
ISR,2022,525157951212.871
ISR,2021,489735019666.026
ISR,2020,410908899711.272
ISR,2019,399207771081.611
ISR,2018,375470422244.408
ISR,2017,357360816856.642
ISR,2016,321083954798.337
ISR,2015,302841190257.708
ISR,2014,314376760832.047
ISR,2013,298045324735.571
ISR,2012,263172104090.976
ISR,2011,267739352609.375
ISR,2010,239372857534.485
ISR,2009,213112649594.385
ISR,2008,220952472408.027
ISR,2007,184448882451.742
ISR,2006,158706516001.616
